id;Name;fencer_id;tournament_id;status;first_rank;final_rank;percentile;victories;victories_perc;ts;tr;score_index
1408;SALIGEROVÁ Kateřina;355;22;Advanced;3;9;0,24;6;1,00;27;9;18
1409;SAMKO Anastasiia;356;22;Advanced;5;3;0,08;6;0,86;34;18;16
1410;SLUŠNÁ Karolína;361;22;Advanced;16;19;0,50;3;0,50;24;20;4
1411;ŠMÍDOVÁ Daniela;368;22;Advanced;26;26;0,68;2;0,33;26;26;0
1412;SYROVÁTKOVÁ Iva;365;22;Eliminated;37;37;0,97;0;0,00;35;14;-21
1413;TODORYSHYNA Viktoriia;372;22;Advanced;19;20;0,53;3;0,50;23;25;-2
1414;TŮMOVÁ Šárka;379;22;Advanced;28;28;0,74;2;0,29;28;29;-1
1415;VÁCHOVÁ Tereza;390;22;Advanced;30;30;0,79;2;0,29;19;32;-13
1416;VINCENCOVÁ Ester;383;22;Advanced;12;13;0,34;5;0,71;32;25;7
1417;WEISOVÁ Kateřina;392;22;Advanced;25;25;0,66;3;0,43;22;30;-8
1418;YOUSEF Mira;393;22;Advanced;17;14;0,37;3;0,50;21;17;4
1419;ZIEGLEROVÁ Adéla Anna;394;22;Eliminated;38;38;1,00;0;0,00;35;12;-23
1420;ADAMCOVÁ Anita;258;23;Advanced;21;7;0,16;3;0,50;23;20;3
1421;AIGERMANOVÁ Gabriela;259;23;Advanced;2;17;0,39;6;0,86;34;17;17
1422;BARTOŠKOVÁ Adéla;261;23;Advanced;25;26;0,59;3;0,50;21;23;-2
1423;CEJNAROVÁ Barbora;267;23;Advanced;18;22;0,50;4;0,57;29;18;11
1424;COUFALOVÁ Anna;270;23;Advanced;7;6;0,14;5;0,83;28;14;14
1425;DIVIŠOVÁ Klára;276;23;Advanced;23;25;0,57;3;0,50;23;23;0
1426;FRDLÍKOVÁ Markéta;282;23;Advanced;29;33;0,75;3;0,43;23;28;-5
1427;HANZLÍKOVÁ Klára;289;23;Advanced;30;30;0,68;3;0,43;23;30;-7
1428;HARTMANOVÁ Barbora;290;23;Advanced;9;18;0,41;5;0,83;28;16;12
1429;HAVLÍNOVÁ Tereza;291;23;Advanced;14;1;0,02;4;0,67;27;17;10
1430;HUNČÁROVÁ Katarína;295;23;Advanced;22;15;0,34;3;0,50;24;24;0
1431;CHALUPNÍKOVÁ Aranka;268;23;Advanced;8;11;0,25;5;0,83;29;16;13
1432;KINCLOVÁ Emma;305;23;Advanced;31;16;0,36;2;0,33;22;26;-4
1433;KOCOURKOVÁ Marie;306;23;Eliminated;39;39;0,89;1;0,17;17;29;-12
1434;KOPKOVÁ Hana;307;23;Eliminated;43;43;0,98;0;0,00;16;34;-18
1435;KORYCH (VACÍNOVÁ) Gabriela;308;23;Advanced;17;21;0,48;4;0,67;27;22;5
1436;KOŘÍNKOVÁ Magdaléna;309;23;Eliminated;42;42;0,95;0;0,00;14;30;-16
1437;KOŘÍNKOVÁ Miroslava;310;23;Eliminated;37;37;0,84;2;0,29;21;32;-11
1438;KŘENKOVÁ Karolína;315;23;Advanced;4;2;0,05;6;0,86;32;21;11
1439;KUGLEROVÁ Klára;312;23;Advanced;19;23;0,52;4;0,57;28;27;1
1440;KÜHNOVÁ Karolína;314;23;Eliminated;38;38;0,86;1;0,17;16;26;-10
1441;MAIELLO Ester;324;23;Advanced;27;28;0,64;3;0,43;29;32;-3
1442;MATĚJČKOVÁ Lucie;326;23;Eliminated;44;44;1,00;0;0,00;15;35;-20
1443;NOVÁKOVÁ Petra;335;23;Advanced;13;13;0,30;5;0,71;30;24;6
1444;PĚCHOVOVÁ Michala;346;23;Advanced;1;3;0,07;7;1,00;35;13;22
1445;POKORNÁ (ŠÁMALOVÁ) Anna;340;23;Advanced;16;14;0,32;4;0,67;24;18;6
1446;POTOČKOVÁ Kateřina;342;23;Advanced;6;5;0,11;5;0,83;29;14;15
1447;PRCHALOVÁ Eliška;343;23;Eliminated;41;41;0,93;1;0,14;16;34;-18
1448;PROKŠÍKOVÁ Patricie;344;23;Advanced;5;10;0,23;6;0,86;30;21;9
1449;RAJNOCH Barbora;348;23;Advanced;12;20;0,45;5;0,71;31;21;10
1450;ROHANOVÁ Anna;350;23;Advanced;35;36;0,82;2;0,29;25;32;-7
1451;SLUŠNÁ Karolína;361;23;Advanced;34;35;0,80;2;0,29;25;31;-6
1452;SVOBODA (ŠEDIVÁ) Michaela;364;23;Advanced;11;19;0,43;5;0,71;31;20;11
1453;ŠPATENKOVÁ Anna;369;23;Advanced;10;12;0,27;5;0,71;32;17;15
1454;TÓBISZOVÁ Monika;378;23;Eliminated;44;44;1,00;0;0,00;15;35;-20
1455;TODORYSHYNA Viktoriia;372;23;Advanced;20;24;0,55;4;0,57;29;29;0
1456;TŮMOVÁ Šárka;379;23;Advanced;32;34;0,77;2;0,33;18;28;-10
1457;TYRPEKLOVÁ Amélie;377;23;Advanced;36;32;0,73;2;0,29;20;29;-9
1458;URBÁNKOVÁ Klára;380;23;Advanced;33;31;0,70;2;0,33;15;27;-12
1459;VÁCHOVÁ Tereza;390;23;Eliminated;40;40;0,91;1;0,17;14;29;-15
1460;VALENTOVÁ Amálie;382;23;Advanced;24;8;0,18;3;0,50;21;22;-1
1461;VINCENCOVÁ Ester;383;23;Advanced;15;3;0,07;4;0,67;25;16;9
1462;VYSLOUŽILOVÁ Vanda;389;23;Advanced;28;29;0,66;3;0,43;25;28;-3
1463;WEISOVÁ Kateřina;392;23;Advanced;26;27;0,61;3;0,50;22;27;-5
1464;YOUSEF Mira;393;23;Advanced;3;9;0,20;6;0,86;34;20;14
